"ordinal","asset_id","filename","local_classification","confidence","patient_context","procedure_context","sensitive_text","external_ai_current","human_decision","reviewer","reviewed_at","notes"
"674","e20d48fc-b392-4b38-924c-d34f962a3aa1","DSC04944.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"675","9962fc4e-0038-44eb-b880-ed0fb1b75694","DSC03770.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"676","29ac025e-db37-4ac5-afd5-1fc5192fc069","DSC05882.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"677","808a9af7-8805-43fb-bc7a-99b055d75df7","DSC03429.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"678","68ae4caf-8453-4f25-9e73-6ac02aaaef18","DSC03762.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"679","5252626e-3198-4f39-8db3-6df9fbe87853","DSC03438.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"680","c2e1d09f-24be-4eac-b83d-28ab5b7a05a2","DSC05905.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"681","491a3871-fee8-43d4-94fe-2c2d59396421","DSC06879.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"682","3f11efdc-194e-478f-8004-a906ce937201","DSC03755.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"683","aa0a8f9f-f162-4af0-8f02-62682d798846","DSC05896.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"684","6f85759b-38f3-4ce5-a424-043a6b6cd267","DSC05893.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"685","01c1d942-e0b7-4a7a-9d7e-5c88710f04cc","DSC05900.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"686","87121e08-60e3-4d24-aa0e-f50d921692a7","DSC05903.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"687","dd7400df-9de4-4935-aa17-7ea573c10d6a","DSC06880.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"688","e9b4e275-d2cd-4df1-9fa1-194351f7b2c2","DSC05888.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"689","d19d2ba9-5b0e-4885-b200-9236753a9200","DSC05883.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"690","f1e83a6a-21d0-412e-a0d4-29afe8edb859","DSC03427.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"691","b6460f21-1589-4b57-8a57-6618bf829e4d","DSC03426.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"692","dc070ce5-890d-497d-96cb-ba1536063526","DSC06867.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"693","af96b21c-6aeb-4349-9e57-669beb86bad6","DSC05891.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"694","94a58482-3a0e-46ea-ab9c-52c5d74fb90c","DSC05895.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"695","7c8fd899-c7ac-4600-b899-94e60dc71245","DSC03435.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"696","2b602288-1f12-41d9-8196-3afef2c61d36","DSC03387.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"697","585451fb-a0fd-45c4-8119-0ddc3ed9df02","DSC03766.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"698","dc189a2a-8ba2-43df-8c06-cf8dade3b316","DSC03760.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"699","943cc310-e94e-4242-a393-5717de3ee80f","DSC05897.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"700","3b49dbd0-806c-48b6-a972-818274271b6b","DSC06882.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"701","02c5be02-56f2-4229-8c5b-fe3251b59361","DSC03431.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"702","43fdf32f-7620-4fb5-8b09-8c8ecbe10885","DSC03773.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"703","408697c7-8fd1-4fe6-8e42-cd71fc300398","DSC04932.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"704","339e55cd-8048-4e2c-b9db-9fada29da90b","DSC05887.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"705","63d30167-9701-41f2-aa18-b2471fea0ae2","DSC03432.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"706","211db371-6d9b-449d-bb3c-086b5c53c995","DSC05884.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"707","43ee48aa-2de4-44dc-bcda-20fc173598c3","DSC05886.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"708","d8625302-e5a6-47ec-a16d-5c1b62569d0f","DSC04926.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"709","f44ed805-4999-4136-98fc-4b0315cf10b5","DSC04925.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"710","9272c692-56b2-46ef-9eaf-3143d42c1ded","DSC06871.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"711","55a7932c-1e3a-4e06-ae5a-592a10c7ca26","DSC03436.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"712","e686d1a9-bf33-4abd-9a53-024ded4d4073","DSC03759.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"713","8dabdd44-ec96-4e5e-b058-ca5df20ac81a","DSC06861.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"714","e6cecda5-b0cc-47a3-b2aa-9932630ed63e","DSC05889.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"715","094da765-3ada-4124-81e3-c909189a829a","DSC03428.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"716","d1c76461-23a3-4f60-919c-e8674d58ff42","DSC06873.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"717","c5d70b41-ffe3-401c-aaab-4aaade74511c","DSC06877.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"718","488fb22d-639d-4adf-8ad4-c03493d28dd9","DSC06864.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"719","a84a1b49-ffff-4de3-99b6-e5ce9a1617a7","DSC05890.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"720","24e98fcd-4e5d-4210-a0c4-e68378c7d0a4","DSC06866.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"721","dad217a2-2cea-4c25-bb48-640a180cd458","DSC03399.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"722","56a2c219-826d-4390-8aec-bc81d8c980e6","DSC06884.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"723","3358287d-1e99-475f-9f21-7b30d426f483","DSC05894.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"724","74cbceb9-a6d7-41e2-a2a4-2bf103ac737b","DSC03359.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"725","38b7420d-b50b-41c0-aac1-e340619ec962","DSC03765.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"726","78c8175f-69da-407f-9701-fa2323dd33d6","DSC05885.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"727","f94ebe3d-19fd-44ef-a4e2-99c3cae605b4","DSC06860.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"728","da77068c-c71f-4035-807d-9cd7c04c5c79","DSC03383.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"729","4feb25dc-8288-40ac-9fa6-b4ef7ce896eb","DSC06869.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"730","bf5d344a-0986-499f-9f1e-4b4993b4c85c","DSC03433.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"731","4ca8dc2f-b0ff-4ce9-a7eb-fa4c197b825a","DSC06868.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"732","57c74a53-49f0-4eb1-996d-81ddc12c127e","DSC06872.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"733","939b0086-61ee-4267-95d9-7a5134ef41ea","DSC06862.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"734","f156e536-a036-4aa0-a5a9-94028b2bb9be","DSC05872.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
"735","0d3e66c4-167f-4c1b-80f3-e878cdcd03da","DSC06865.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T07:37:53.951826Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 664-880."
