"ordinal","asset_id","filename","local_classification","confidence","patient_context","procedure_context","sensitive_text","external_ai_current","human_decision","reviewer","reviewed_at","notes"
"647","466fdbc9-641b-4a50-bda6-f077dee9d43a","PHOTO-2026-05-08-10-31-00.jpg","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T06:28:51.893759Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 601-663."
"648","c9aa1583-5017-45ce-89cb-82e784174467","PHOTO-2026-05-08-10-30-59.jpg","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T06:28:51.893759Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 601-663."
"649","1fe9efbc-c4f6-4567-bc30-caeb92d3723b","PHOTO-2026-05-08-10-31-00.jpg","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T06:28:51.893759Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 601-663."
"650","e016ef37-3faf-4057-a0a0-e26067cf3d90","PHOTO-2026-05-08-10-31-00.jpg","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T06:28:51.893759Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 601-663."
"651","6c1ec22c-cbbe-4668-9545-b4cd9a472a8c","PHOTO-2026-05-08-10-31-00.jpg","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T06:28:51.893759Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 601-663."
"652","7e59e50e-5134-4671-b957-c69e345a6554","PHOTO-2026-05-08-10-31-00.jpg","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T06:28:51.893759Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 601-663."
"653","1e12a33d-e8a7-49b0-982a-b6733dbf2ec9","PHOTO-2026-05-08-10-31-00.jpg","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T06:28:51.893759Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 601-663."
"654","38d4f6ff-43d9-4f6c-84ef-baf447c2ba6a","PHOTO-2026-05-08-10-31-00.jpg","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T06:28:51.893759Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 601-663."
"655","ed4e3559-9c34-4ba3-bedb-8224bca8f58a","photo_6262640789989475400_w.jpg","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T06:28:51.893759Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 601-663."
"656","4348b1fe-2602-40de-ad86-6a2443366954","photo_6262640789989475396_w.jpg","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T06:28:51.893759Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 601-663."
"657","0e18fa48-6ec4-4126-9f3a-2a046a702b87","photo_6262640789989475398_w.jpg","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T06:28:51.893759Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 601-663."
"658","9bedfb49-89af-4dd9-8da6-db83f267e5d3","photo_6262640789989475397_w.jpg","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T06:28:51.893759Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 601-663."
"659","11efe04d-731a-4d53-bfba-760f76fc8995","photo_6262640789989475401_w.jpg","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T06:28:51.893759Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 601-663."
"660","2ee8cf2f-ccf0-49a5-b113-5589740eb7e1","photo_6262640789989475399_w.jpg","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T06:28:51.893759Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 601-663."
"661","a80fec7c-0e3d-48b5-96d5-0b0dc199ec18","DSC05902.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T06:28:51.893759Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 601-663."
"662","e84af869-6aef-471f-aef3-bf37a9410411","DSC05892.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T06:28:51.893759Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 601-663."
"663","41cac0ee-e782-4a19-903e-fc6ef02510aa","DSC03769.JPG","UNCERTAIN","LOW","NOT_DETERMINED_LOCALLY","NOT_DETERMINED_LOCALLY","NOT_EVALUATED_LOCALLY","NOT_REVIEWED","APPROVE","KDI_OPERATOR","2026-09-09T06:28:51.893759Z","Controlled internal KDI Claude semantic indexing authorization for exact cohort ordinals 601-663."
