asset_id,filename,layer_id,semantic_state,processing_status,assertion_count,evidence_count,review_status,analysis_run
37838d30-a0ce-4f90-8cc3-c986db0aaa65,DSC03753.JPG,SEMANTIC_NARRATIVE,OBSERVED,COMPLETE,1,1,PENDING,a4c0704f-3d89-5555-be6c-342327b06c22
37838d30-a0ce-4f90-8cc3-c986db0aaa65,DSC03753.JPG,SEARCH_EMBEDDINGS,OBSERVED,COMPLETE,1,1,PENDING,ba7118d5-5d30-526e-be31-3ea32bff1031
6215ad8b-12be-4a8e-bc49-f6b3dcf55c21,DSC08097.JPG,ASSET_IDENTITY_PROVENANCE,OBSERVED,COMPLETE,1,1,PENDING,77aec7ae-b24c-5249-97ff-e88e71a44994
6215ad8b-12be-4a8e-bc49-f6b3dcf55c21,DSC08097.JPG,GLOBAL_ASSET_UNDERSTANDING,OBSERVED,COMPLETE,1,1,PENDING,77aec7ae-b24c-5249-97ff-e88e71a44994
6215ad8b-12be-4a8e-bc49-f6b3dcf55c21,DSC08097.JPG,TEMPORAL_SCENE_STRUCTURE,NOT_APPLICABLE,COMPLETE,0,0,PENDING,77aec7ae-b24c-5249-97ff-e88e71a44994
6215ad8b-12be-4a8e-bc49-f6b3dcf55c21,DSC08097.JPG,PEOPLE_ROLES,OBSERVED,COMPLETE,1,1,PENDING,77aec7ae-b24c-5249-97ff-e88e71a44994
6215ad8b-12be-4a8e-bc49-f6b3dcf55c21,DSC08097.JPG,PERSON_APPEARANCE,OBSERVED,COMPLETE,4,4,PENDING,77aec7ae-b24c-5249-97ff-e88e71a44994
6215ad8b-12be-4a8e-bc49-f6b3dcf55c21,DSC08097.JPG,ANATOMY,OBSERVED,COMPLETE,1,1,PENDING,77aec7ae-b24c-5249-97ff-e88e71a44994
6215ad8b-12be-4a8e-bc49-f6b3dcf55c21,DSC08097.JPG,TREATMENT_PROCEDURE,UNKNOWN,COMPLETE,1,0,PENDING,77aec7ae-b24c-5249-97ff-e88e71a44994
6215ad8b-12be-4a8e-bc49-f6b3dcf55c21,DSC08097.JPG,ACTIONS_EVENTS,OBSERVED,COMPLETE,2,2,PENDING,77aec7ae-b24c-5249-97ff-e88e71a44994
6215ad8b-12be-4a8e-bc49-f6b3dcf55c21,DSC08097.JPG,RELATIONSHIPS,OBSERVED,COMPLETE,1,1,PENDING,77aec7ae-b24c-5249-97ff-e88e71a44994
6215ad8b-12be-4a8e-bc49-f6b3dcf55c21,DSC08097.JPG,CLINICAL_VISUAL_OBSERVATIONS,UNKNOWN,COMPLETE,1,0,PENDING,77aec7ae-b24c-5249-97ff-e88e71a44994
6215ad8b-12be-4a8e-bc49-f6b3dcf55c21,DSC08097.JPG,ENVIRONMENT,UNKNOWN,COMPLETE,1,0,PENDING,77aec7ae-b24c-5249-97ff-e88e71a44994
6215ad8b-12be-4a8e-bc49-f6b3dcf55c21,DSC08097.JPG,CINEMATOGRAPHY,OBSERVED,COMPLETE,4,4,PENDING,77aec7ae-b24c-5249-97ff-e88e71a44994
6215ad8b-12be-4a8e-bc49-f6b3dcf55c21,DSC08097.JPG,COMPOSITION,OBSERVED,COMPLETE,3,3,PENDING,77aec7ae-b24c-5249-97ff-e88e71a44994
6215ad8b-12be-4a8e-bc49-f6b3dcf55c21,DSC08097.JPG,SPEECH_TRANSCRIPT_AUDIO,NOT_APPLICABLE,COMPLETE,0,0,PENDING,77aec7ae-b24c-5249-97ff-e88e71a44994
6215ad8b-12be-4a8e-bc49-f6b3dcf55c21,DSC08097.JPG,OCR_VISIBLE_TEXT,FALSE,COMPLETE,1,1,PENDING,daf03f8f-98f6-564d-b62b-3e0523601544
6215ad8b-12be-4a8e-bc49-f6b3dcf55c21,DSC08097.JPG,MARKETING_CONTENT_USAGE,OBSERVED,COMPLETE,2,2,PENDING,77aec7ae-b24c-5249-97ff-e88e71a44994
6215ad8b-12be-4a8e-bc49-f6b3dcf55c21,DSC08097.JPG,SEMANTIC_NARRATIVE,OBSERVED,COMPLETE,1,1,PENDING,524839b1-b646-5daf-9542-83c151fe3c62
6215ad8b-12be-4a8e-bc49-f6b3dcf55c21,DSC08097.JPG,SEARCH_EMBEDDINGS,OBSERVED,COMPLETE,1,1,PENDING,77aec7ae-b24c-5249-97ff-e88e71a44994
64712c6a-c02c-46e9-9f73-16786109468b,IMG_0493.MP4,ASSET_IDENTITY_PROVENANCE,OBSERVED,COMPLETE,1,1,PENDING,686314ea-23c1-5cc6-8f75-ecfd5b4bbd88
64712c6a-c02c-46e9-9f73-16786109468b,IMG_0493.MP4,GLOBAL_ASSET_UNDERSTANDING,OBSERVED,COMPLETE,1,1,PENDING,686314ea-23c1-5cc6-8f75-ecfd5b4bbd88
64712c6a-c02c-46e9-9f73-16786109468b,IMG_0493.MP4,TEMPORAL_SCENE_STRUCTURE,OBSERVED,COMPLETE,1,1,PENDING,686314ea-23c1-5cc6-8f75-ecfd5b4bbd88
64712c6a-c02c-46e9-9f73-16786109468b,IMG_0493.MP4,PEOPLE_ROLES,OBSERVED,COMPLETE,2,2,PENDING,686314ea-23c1-5cc6-8f75-ecfd5b4bbd88
64712c6a-c02c-46e9-9f73-16786109468b,IMG_0493.MP4,PERSON_APPEARANCE,OBSERVED,COMPLETE,3,3,PENDING,686314ea-23c1-5cc6-8f75-ecfd5b4bbd88
64712c6a-c02c-46e9-9f73-16786109468b,IMG_0493.MP4,ANATOMY,OBSERVED,COMPLETE,3,3,PENDING,686314ea-23c1-5cc6-8f75-ecfd5b4bbd88
64712c6a-c02c-46e9-9f73-16786109468b,IMG_0493.MP4,TREATMENT_PROCEDURE,UNKNOWN,COMPLETE,1,0,PENDING,686314ea-23c1-5cc6-8f75-ecfd5b4bbd88
64712c6a-c02c-46e9-9f73-16786109468b,IMG_0493.MP4,ACTIONS_EVENTS,OBSERVED,COMPLETE,1,1,PENDING,686314ea-23c1-5cc6-8f75-ecfd5b4bbd88
64712c6a-c02c-46e9-9f73-16786109468b,IMG_0493.MP4,RELATIONSHIPS,OBSERVED,COMPLETE,3,3,PENDING,686314ea-23c1-5cc6-8f75-ecfd5b4bbd88
64712c6a-c02c-46e9-9f73-16786109468b,IMG_0493.MP4,CLINICAL_VISUAL_OBSERVATIONS,OBSERVED,COMPLETE,1,1,PENDING,686314ea-23c1-5cc6-8f75-ecfd5b4bbd88
64712c6a-c02c-46e9-9f73-16786109468b,IMG_0493.MP4,ENVIRONMENT,OBSERVED,COMPLETE,1,1,PENDING,686314ea-23c1-5cc6-8f75-ecfd5b4bbd88
64712c6a-c02c-46e9-9f73-16786109468b,IMG_0493.MP4,CINEMATOGRAPHY,OBSERVED,COMPLETE,3,3,PENDING,686314ea-23c1-5cc6-8f75-ecfd5b4bbd88
64712c6a-c02c-46e9-9f73-16786109468b,IMG_0493.MP4,COMPOSITION,OBSERVED,COMPLETE,2,2,PENDING,686314ea-23c1-5cc6-8f75-ecfd5b4bbd88
64712c6a-c02c-46e9-9f73-16786109468b,IMG_0493.MP4,SPEECH_TRANSCRIPT_AUDIO,OBSERVED,COMPLETE,4,1,PENDING,90172d0b-a534-59ff-af91-7dc3f4e79553
64712c6a-c02c-46e9-9f73-16786109468b,IMG_0493.MP4,OCR_VISIBLE_TEXT,UNKNOWN,COMPLETE,1,0,PENDING,a58d49d7-df72-5fd6-afdc-ebc975ffda4c
64712c6a-c02c-46e9-9f73-16786109468b,IMG_0493.MP4,MARKETING_CONTENT_USAGE,OBSERVED,COMPLETE,2,2,PENDING,686314ea-23c1-5cc6-8f75-ecfd5b4bbd88
64712c6a-c02c-46e9-9f73-16786109468b,IMG_0493.MP4,SEMANTIC_NARRATIVE,OBSERVED,COMPLETE,1,1,PENDING,064c74fd-0500-5a0e-b09e-caab4e947eab
64712c6a-c02c-46e9-9f73-16786109468b,IMG_0493.MP4,SEARCH_EMBEDDINGS,OBSERVED,COMPLETE,1,1,PENDING,686314ea-23c1-5cc6-8f75-ecfd5b4bbd88
47611c6d-7923-42a4-87b6-c2a416a90f5c,IMG_1148.MP4,ASSET_IDENTITY_PROVENANCE,OBSERVED,COMPLETE,1,1,PENDING,35eb23b0-ac29-5ef7-9e80-670eaea3f463
47611c6d-7923-42a4-87b6-c2a416a90f5c,IMG_1148.MP4,GLOBAL_ASSET_UNDERSTANDING,OBSERVED,COMPLETE,1,1,PENDING,35eb23b0-ac29-5ef7-9e80-670eaea3f463
47611c6d-7923-42a4-87b6-c2a416a90f5c,IMG_1148.MP4,TEMPORAL_SCENE_STRUCTURE,OBSERVED,COMPLETE,1,1,PENDING,35eb23b0-ac29-5ef7-9e80-670eaea3f463
47611c6d-7923-42a4-87b6-c2a416a90f5c,IMG_1148.MP4,PEOPLE_ROLES,OBSERVED,COMPLETE,2,2,PENDING,35eb23b0-ac29-5ef7-9e80-670eaea3f463
47611c6d-7923-42a4-87b6-c2a416a90f5c,IMG_1148.MP4,PERSON_APPEARANCE,OBSERVED,COMPLETE,4,4,PENDING,35eb23b0-ac29-5ef7-9e80-670eaea3f463
47611c6d-7923-42a4-87b6-c2a416a90f5c,IMG_1148.MP4,ANATOMY,OBSERVED,COMPLETE,2,2,PENDING,35eb23b0-ac29-5ef7-9e80-670eaea3f463
47611c6d-7923-42a4-87b6-c2a416a90f5c,IMG_1148.MP4,TREATMENT_PROCEDURE,UNKNOWN,COMPLETE,1,0,PENDING,35eb23b0-ac29-5ef7-9e80-670eaea3f463
47611c6d-7923-42a4-87b6-c2a416a90f5c,IMG_1148.MP4,ACTIONS_EVENTS,OBSERVED,COMPLETE,2,2,PENDING,35eb23b0-ac29-5ef7-9e80-670eaea3f463
